ID,Категория,Сценарий,Альтернатива,Дата_создания,Критерий_Заработная плата,Критерий_Карьерный рост,Критерий_Work-life balance,Критерий_Стабильность,Критерий_Престиж,Критерий_Интерес к работе,Критерий_Возможности обучения,Критерий_Рабочая атмосфера,Тревожность,Временное_давление,Важность_решения,Доступность_информации,Опыт_в_области,Финансовые_ресурсы,Социальная_поддержка,Эмоциональное_состояние,Уверенность_в_себе,Склонность_к_риску,Общая_оценка,Индекс_тревожности,Время_на_решение_часы,Уровень_сложности,Влияние_на_будущее,Обратимость_решения,Количество_заинтересованных_сторон,Критерий_Доходность,Критерий_Риск потерь,Критерий_Ликвидность,Критерий_Минимальная сумма,Критерий_Сроки инвестирования,Критерий_Налоговые льготы,Критерий_Инфляционная защита,Критерий_Простота управления,Критерий_Эмоциональная совместимость,Критерий_Финансовая стабильность,Критерий_Общие ценности,Критерий_Семейные планы,Критерий_Взаимная поддержка,Критерий_Физическая привлекательность,Критерий_Социальный статус,Критерий_Готовность к компромиссам,Критерий_Эффективность,Критерий_Стоимость,Критерий_Безопасность,Критерий_Время на выполнение,Критерий_Доступность,Критерий_Побочные эффекты,Критерий_Научная обоснованность,Критерий_Долгосрочные результаты,Критерий_Цена,Критерий_Местоположение,Критерий_Площадь,Критерий_Состояние жилья,Критерий_Инфраструктура,Критерий_Транспортная доступность,Критерий_Экология,Критерий_Безопасность района,Критерий_Бюджет поездки,Критерий_Климат,Критерий_Культурные достопримечательности,Критерий_Языковой барьер,Критерий_Виза и документы,Критерий_Качество сервиса,Критерий_Отзывы туристов,Критерий_Цена товара,Критерий_Качество,Критерий_Бренд,Критерий_Функциональность,Критерий_Дизайн,Критерий_Гарантия,Критерий_Отзывы покупателей,Критерий_Экологичность,Критерий_Общие интересы,Критерий_Время на общение,Критерий_Эмоциональная поддержка,Критерий_Взаимная выгода,Критерий_Надежность людей,Критерий_Позитивное влияние,Критерий_Географическая близость,Критерий_Личный интерес,Критерий_Стоимость занятий,Критерий_Время на хобби,Критерий_Социальные возможности,Критерий_Развитие навыков,Критерий_Физическая нагрузка,Критерий_Творческое самовыражение,Критерий_Практическая польза,Критерий_Духовная значимость,Критерий_Временные затраты,Критерий_Стоимость обучения,Критерий_Социальное принятие,Критерий_Совместимость с убеждениями,Критерий_Долгосрочное развитие,Критерий_Удобство использования,Критерий_Безопасность данных,Критерий_Стоимость услуг,Критерий_Совместимость,Критерий_Скорость работы,Критерий_Техническая поддержка,Критерий_Обновления и развитие,Критерий_Уровень защиты,Критерий_Стоимость решения,Критерий_Надежность системы,Критерий_Простота использования,Критерий_Скорость реагирования,Критерий_Покрытие рисков,Критерий_Репутация провайдера,Критерий_Гибкость условий
245,Социальная жизнь,Социальные сети,Вариант_2,2024-10-04 06:42:47.827423,,,,,,,,,Средняя,Нет,Низкая,Избыточная,Эксперт,Значительные,Отсутствует,Негативное,Высокая,Нейтральная,4.1,9,53.8,3,5,Необратимо,4,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.9,2.7,3.5,3.9,5.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Социальная жизнь,Социальные сети,Вариант_3,2025-06-01 06:42:47.827472,,,,,,,,,Низкая,Нет,Критическая,Достаточная,Новичок,Значительные,Сильная,Позитивное,Высокая,Принятие,4.2,8,103.7,5,6,Легко обратимо,2,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,6.5,4.0,5.0,2.2,5.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Социальная жизнь,Волонтерство,Вариант_1,2024-11-10 06:42:47.827522,,,,,,,,,Низкая,Нет,Средняя,Избыточная,Средний,Умеренные,Слабая,Негативное,Высокая,Принятие,6.2,6,132.6,6,8,Частично обратимо,1,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,8.3,9.3,5.2,5.1,7.2,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Социальная жизнь,Волонтерство,Вариант_2,2025-07-25 06:42:47.827574,,,,,,,,,Высокая,Нет,Высокая,Избыточная,Эксперт,Ограниченные,Слабая,Позитивное,Средняя,Нейтральная,4.4,10,69.8,10,4,Необратимо,3,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,4.2,5.2,2.5,7.9,6.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Социальная жизнь,Волонтерство,Вариант_3,2024-12-24 06:42:47.827622,,,,,,,,,Низкая,Нет,Низкая,Избыточная,Эксперт,Значительные,Слабая,Негативное,Высокая,Принятие,6.3,8,55.0,2,8,Легко обратимо,5,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.1,8.3,6.3,8.1,4.9,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Социальная жизнь,Волонтерство,Вариант_4,2025-02-01 06:42:47.827668,,,,,,,,,Низкая,Высокое,Низкая,Недостаточная,Эксперт,Ограниченные,Слабая,Позитивное,Средняя,Нейтральная,4.8,10,97.3,4,4,Необратимо,6,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,2.0,8.3,7.9,4.4,5.4,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Социальная жизнь,Клубы по интересам,Вариант_1,2024-11-09 06:42:47.827714,,,,,,,,,Высокая,Высокое,Критическая,Недостаточная,Средний,Ограниченные,Слабая,Позитивное,Низкая,Избегание,8.3,9,138.0,6,2,Частично обратимо,1,,,,,,,,,,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,7.1,9.3,9.4,7.5,9.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Социальная жизнь,Клубы по интересам,Вариант_2,2025-04-29 06:42:47.827760,,,,,,,,,Низкая,Нет,Критическая,Достаточная,Средний,Ограниченные,Слабая,Позитивное,Низкая,Избегание,5.0,1,12.5,1,3,Необратимо,8,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,6.3,6.6,7.4,4.7,4.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Социальная жизнь,Клубы по интересам,Вариант_3,2024-09-25 06:42:47.827806,,,,,,,,,Средняя,Высокое,Средняя,Достаточная,Эксперт,Умеренные,Сильная,Нейтральное,Средняя,Нейтральная,6.0,4,31.6,10,1,Необратимо,8,,,,,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,9.9,1.8,6.8,4.7,5.1,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Социальная жизнь,Клубы по интересам,Вариант_4,2025-04-28 06:42:47.827856,,,,,,,,,Высокая,Умеренное,Низкая,Недостаточная,Эксперт,Значительные,Сильная,Нейтральное,Средняя,Принятие,4.8,2,88.2,10,2,Легко обратимо,8,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,3.4,9.3,6.2,1.3,1.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Социальная жизнь,Соседские отношения,Вариант_1,2024-09-22 06:42:47.827908,,,,,,,,,Средняя,Умеренное,Критическая,Избыточная,Эксперт,Умеренные,Слабая,Нейтральное,Средняя,Нейтральная,5.4,3,6.4,10,5,Необратимо,5,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,1.7,6.7,8.2,3.8,1.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Социальная жизнь,Соседские отношения,Вариант_2,2025-07-27 06:42:47.827962,,,,,,,,,Низкая,Высокое,Низкая,Достаточная,Средний,Ограниченные,Сильная,Нейтральное,Средняя,Нейтральная,5.5,1,124.7,10,3,Необратимо,3,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,6.2,6.2,6.9,3.6,7.6,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Социальная жизнь,Соседские отношения,Вариант_3,2024-09-24 06:42:47.828013,,,,,,,,,Низкая,Нет,Средняя,Достаточная,Средний,Умеренные,Отсутствует,Позитивное,Средняя,Принятие,6.3,3,35.8,6,1,Необратимо,5,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.3,3.4,7.3,5.4,8.2,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Социальная жизнь,Соседские отношения,Вариант_4,2025-06-29 06:42:47.828062,,,,,,,,,Средняя,Умеренное,Высокая,Недостаточная,Эксперт,Умеренные,Отсутствует,Нейтральное,Средняя,Нейтральная,5.8,6,161.6,1,2,Необратимо,6,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,5.2,5.3,5.3,9.5,9.3,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Социальная жизнь,Соседские отношения,Вариант_5,2025-01-18 06:42:47.828107,,,,,,,,,Высокая,Высокое,Средняя,Избыточная,Эксперт,Значительные,Отсутствует,Позитивное,Средняя,Принятие,5.4,3,53.0,1,1,Легко обратимо,1,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.9,3.5,3.4,8.2,3.3,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Хобби и развлечения,Выбор хобби,Вариант_1,2025-07-08 06:42:47.828237,,,,,,,,,Высокая,Высокое,Средняя,Избыточная,Эксперт,Ограниченные,Сильная,Негативное,Низкая,Принятие,4.7,3,63.5,10,3,Легко обратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,7.2,4.2,7.5,3.3,1.3,6.6,1.5,,,,,,,,,,,,,,,,,,,,,
261,Хобби и развлечения,Выбор хобби,Вариант_2,2025-04-20 06:42:47.828294,,,,,,,,,Средняя,Умеренное,Средняя,Недостаточная,Средний,Ограниченные,Слабая,Нейтральное,Средняя,Избегание,6.2,5,160.6,5,3,Частично обратимо,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,6.9,1.7,5.1,10.0,7.9,7.2,7.0,,,,,,,,,,,,,,,,,,,,,
262,Хобби и развлечения,Выбор хобби,Вариант_3,2024-12-19 06:42:47.828376,,,,,,,,,Низкая,Умеренное,Высокая,Недостаточная,Новичок,Ограниченные,Отсутствует,Позитивное,Высокая,Нейтральная,5.4,8,3.6,8,3,Необратимо,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,2.8,4.5,6.8,2.0,5.9,4.9,6.5,,,,,,,,,,,,,,,,,,,,,
263,Хобби и развлечения,Выбор хобби,Вариант_4,2025-08-08 06:42:47.828435,,,,,,,,,Средняя,Умеренное,Низкая,Избыточная,Новичок,Ограниченные,Слабая,Позитивное,Средняя,Избегание,6.7,10,90.2,6,6,Необратимо,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.4,7.3,9.1,6.2,5.6,9.5,5.4,,,,,,,,,,,,,,,,,,,,,
264,Хобби и развлечения,Покупка музыкального инструмента,Вариант_1,2025-07-30 06:42:47.828485,,,,,,,,,Высокая,Нет,Средняя,Избыточная,Новичок,Умеренные,Сильная,Негативное,Средняя,Принятие,6.0,7,150.7,6,8,Легко обратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,9.6,1.8,5.8,9.6,1.7,5.1,7.9,,,,,,,,,,,,,,,,,,,,,
265,Хобби и развлечения,Покупка музыкального инструмента,Вариант_2,2025-05-22 06:42:47.828530,,,,,,,,,Высокая,Умеренное,Низкая,Недостаточная,Средний,Ограниченные,Слабая,Позитивное,Низкая,Нейтральная,4.4,2,36.0,9,8,Необратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2.7,7.5,6.3,5.4,1.6,5.9,3.8,,,,,,,,,,,,,,,,,,,,,
266,Хобби и развлечения,Покупка музыкального инструмента,Вариант_3,2024-11-04 06:42:47.828584,,,,,,,,,Высокая,Нет,Низкая,Недостаточная,Эксперт,Ограниченные,Слабая,Негативное,Средняя,Принятие,4.7,3,140.4,2,2,Легко обратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,1.6,7.6,5.4,1.2,9.2,6.6,3.2,,,,,,,,,,,,,,,,,,,,,
267,Хобби и развлечения,Покупка музыкального инструмента,Вариант_4,2024-10-27 06:42:47.828641,,,,,,,,,Высокая,Высокое,Средняя,Достаточная,Новичок,Ограниченные,Сильная,Негативное,Средняя,Избегание,6.7,2,46.4,7,3,Необратимо,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,3.0,8.2,4.8,8.3,9.8,7.1,3.9,,,,,,,,,,,,,,,,,,,,,
268,Хобби и развлечения,Занятия спортом,Вариант_1,2025-06-04 06:42:47.828691,,,,,,,,,Средняя,Нет,Низкая,Недостаточная,Новичок,Ограниченные,Сильная,Позитивное,Высокая,Нейтральная,5.2,7,116.7,8,3,Легко обратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,9.3,1.4,1.9,8.6,6.5,8.0,1.1,,,,,,,,,,,,,,,,,,,,,
269,Хобби и развлечения,Занятия спортом,Вариант_2,2024-10-04 06:42:47.828740,,,,,,,,,Низкая,Высокое,Высокая,Достаточная,Средний,Ограниченные,Сильная,Негативное,Низкая,Избегание,5.2,9,164.1,10,6,Необратимо,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,5.1,3.2,2.6,7.2,6.4,7.5,6.5,,,,,,,,,,,,,,,,,,,,,
270,Хобби и развлечения,Занятия спортом,Вариант_3,2025-01-02 06:42:47.828785,,,,,,,,,Низкая,Нет,Низкая,Недостаточная,Эксперт,Умеренные,Слабая,Негативное,Средняя,Нейтральная,6.4,6,103.8,8,1,Легко обратимо,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,6.9,3.5,2.7,8.2,7.2,9.7,5.3,,,,,,,,,,,,,,,,,,,,,
271,Хобби и развлечения,Занятия спортом,Вариант_4,2024-11-25 06:42:47.828828,,,,,,,,,Низкая,Высокое,Высокая,Недостаточная,Новичок,Умеренные,Отсутствует,Негативное,Низкая,Принятие,5.6,7,146.2,7,4,Легко обратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,8.1,5.4,2.0,9.1,7.5,6.3,3.9,,,,,,,,,,,,,,,,,,,,,
272,Хобби и развлечения,Занятия спортом,Вариант_5,2024-11-01 06:42:47.828871,,,,,,,,,Высокая,Умеренное,Высокая,Недостаточная,Средний,Ограниченные,Отсутствует,Позитивное,Высокая,Избегание,5.7,5,23.4,8,8,Частично обратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,9.0,2.3,9.4,5.1,4.5,2.2,7.5,,,,,,,,,,,,,,,,,,,,,
273,Хобби и развлечения,Чтение книг,Вариант_1,2025-05-07 06:42:47.828922,,,,,,,,,Низкая,Умеренное,Критическая,Недостаточная,Эксперт,Умеренные,Слабая,Нейтральное,Низкая,Принятие,7.2,7,123.8,4,4,Частично обратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.4,8.1,6.7,6.5,2.5,9.7,8.7,,,,,,,,,,,,,,,,,,,,,
274,Хобби и развлечения,Чтение книг,Вариант_2,2024-11-04 06:42:47.828974,,,,,,,,,Высокая,Высокое,Низкая,Достаточная,Эксперт,Умеренные,Слабая,Позитивное,Низкая,Нейтральная,7.0,8,40.8,9,1,Необратимо,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.3,9.5,9.2,9.1,4.8,1.4,9.9,,,,,,,,,,,,,,,,,,,,,
275,Хобби и развлечения,Чтение книг,Вариант_3,2025-05-08 06:42:47.829016,,,,,,,,,Высокая,Высокое,Низкая,Достаточная,Средний,Ограниченные,Сильная,Нейтральное,Низкая,Нейтральная,4.9,8,118.4,1,2,Частично обратимо,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,3.7,6.8,1.8,5.3,3.7,7.3,8.7,,,,,,,,,,,,,,,,,,,,,
276,Хобби и развлечения,Чтение книг,Вариант_4,2024-11-29 06:42:47.829059,,,,,,,,,Средняя,Высокое,Низкая,Избыточная,Эксперт,Умеренные,Отсутствует,Негативное,Средняя,Нейтральная,5.4,8,104.2,6,6,Легко обратимо,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,4.8,3.4,9.5,5.9,8.2,8.1,1.7,,,,,,,,,,,,,,,,,,,,,
277,Хобби и развлечения,Просмотр фильмов,Вариант_1,2024-08-29 06:42:47.829103,,,,,,,,,Высокая,Нет,Средняя,Достаточная,Средний,Умеренные,Сильная,Позитивное,Средняя,Нейтральная,6.4,1,11.1,6,8,Частично обратимо,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.2,4.0,5.9,6.8,7.6,7.8,8.8,,,,,,,,,,,,,,,,,,,,,
278,Хобби и развлечения,Просмотр фильмов,Вариант_2,2024-12-30 06:42:47.829152,,,,,,,,,Низкая,Нет,Критическая,Недостаточная,Новичок,Умеренные,Отсутствует,Нейтральное,Низкая,Избегание,7.1,3,46.7,3,8,Легко обратимо,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.1,5.8,3.6,6.6,8.2,9.5,8.3,,,,,,,,,,,,,,,,,,,,,
279,Хобби и развлечения,Просмотр фильмов,Вариант_3,2024-12-04 06:42:47.829196,,,,,,,,,Низкая,Умеренное,Средняя,Недостаточная,Новичок,Ограниченные,Сильная,Позитивное,Средняя,Нейтральная,6.2,10,57.9,6,8,Необратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,1.2,4.7,7.1,9.4,5.3,4.8,7.6,,,,,,,,,,,,,,,,,,,,,
280,Хобби и развлечения,Просмотр фильмов,Вариант_4,2025-01-05 06:42:47.829249,,,,,,,,,Низкая,Нет,Высокая,Достаточная,Средний,Ограниченные,Сильная,Негативное,Высокая,Принятие,5.4,5,31.0,3,3,Легко обратимо,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,2.2,8.1,2.5,3.3,5.4,9.7,7.9,,,,,,,,,,,,,,,,,,,,,
281,Хобби и развлечения,Просмотр фильмов,Вариант_5,2025-06-29 06:42:47.829293,,,,,,,,,Средняя,Нет,Высокая,Достаточная,Эксперт,Ограниченные,Сильная,Нейтральное,Низкая,Избегание,3.1,7,156.5,3,8,Частично обратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,3.8,2.1,3.3,2.7,6.1,1.3,3.9,,,,,,,,,,,,,,,,,,,,,
282,Хобби и развлечения,Компьютерные игры,Вариант_1,2024-11-21 06:42:47.829398,,,,,,,,,Низкая,Высокое,Критическая,Достаточная,Эксперт,Ограниченные,Сильная,Нейтральное,Низкая,Избегание,6.9,9,20.1,1,7,Необратимо,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,4.0,7.3,5.3,3.6,9.5,9.8,6.2,,,,,,,,,,,,,,,,,,,,,
283,Хобби и развлечения,Компьютерные игры,Вариант_2,2025-01-11 06:42:47.829493,,,,,,,,,Низкая,Высокое,Критическая,Избыточная,Эксперт,Ограниченные,Сильная,Нейтральное,Низкая,Нейтральная,5.2,6,101.5,9,1,Необратимо,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,3.9,6.5,2.8,5.7,8.0,7.9,2.8,,,,,,,,,,,,,,,,,,,,,
284,Хобби и развлечения,Компьютерные игры,Вариант_3,2025-02-05 06:42:47.829579,,,,,,,,,Низкая,Нет,Критическая,Избыточная,Средний,Умеренные,Слабая,Негативное,Высокая,Нейтральная,5.8,7,23.9,10,10,Легко обратимо,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,8.7,4.3,4.4,3.6,4.2,9.8,8.9,,,,,,,,,,,,,,,,,,,,,
285,Хобби и развлечения,Рукоделие,Вариант_1,2025-03-25 06:42:47.829634,,,,,,,,,Средняя,Умеренное,Средняя,Избыточная,Средний,Значительные,Сильная,Негативное,Низкая,Избегание,6.2,7,49.0,8,1,Частично обратимо,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,8.8,9.9,1.6,9.6,7.8,1.8,4.7,,,,,,,,,,,,,,,,,,,,,
286,Хобби и развлечения,Рукоделие,Вариант_2,2024-12-18 06:42:47.829680,,,,,,,,,Высокая,Высокое,Высокая,Достаточная,Новичок,Умеренные,Сильная,Позитивное,Низкая,Избегание,5.0,2,128.6,8,2,Необратимо,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.2,1.2,1.0,3.4,9.6,8.5,5.3,,,,,,,,,,,,,,,,,,,,,
287,Хобби и развлечения,Рукоделие,Вариант_3,2024-11-03 06:42:47.829733,,,,,,,,,Низкая,Умеренное,Средняя,Избыточная,Новичок,Ограниченные,Слабая,Нейтральное,Высокая,Избегание,6.4,6,27.9,5,6,Частично обратимо,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,4.9,3.3,7.2,9.8,8.4,4.4,7.6,,,,,,,,,,,,,,,,,,,,,
288,Хобби и развлечения,Коллекционирование,Вариант_1,2025-04-01 06:42:47.829780,,,,,,,,,Средняя,Умеренное,Высокая,Достаточная,Эксперт,Значительные,Сильная,Нейтральное,Низкая,Принятие,4.8,10,59.4,3,1,Легко обратимо,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,6.8,1.7,2.7,6.7,7.9,6.4,2.5,,,,,,,,,,,,,,,,,,,,,
289,Хобби и развлечения,Коллекционирование,Вариант_2,2025-02-18 06:42:47.829825,,,,,,,,,Высокая,Высокое,Низкая,Достаточная,Средний,Ограниченные,Отсутствует,Негативное,Низкая,Нейтральная,6.2,6,52.7,6,3,Частично обратимо,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.7,9.3,2.5,3.0,5.5,8.5,8.2,,,,,,,,,,,,,,,,,,,,,
290,Хобби и развлечения,Коллекционирование,Вариант_3,2025-05-31 06:42:47.829876,,,,,,,,,Низкая,Нет,Критическая,Избыточная,Новичок,Ограниченные,Отсутствует,Нейтральное,Средняя,Избегание,4.5,4,18.6,9,10,Легко обратимо,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,1.3,8.3,3.0,8.7,2.3,3.0,2.1,,,,,,,,,,,,,,,,,,,,,
